,Availability,Year,Floor,LoyerNet,Charges,Space,Street,Zip,City,Latitude,Longitude,chambre,séjour,cuisine,wc,hall,outdoors,cave,réduit,Entrée,stores,Description
692,avril 2020										</span>,-1,1,1480,220,70,,,-1,46.5205828,6.6157017,0,0,1,2,0,2,0,0,1,0,"<p>Entrée, cuisine fermée, frigo, cuisinière électrique, salle de bains/WC, deux balcons.</p>"
693,mai 2020										</span>,1934,1,1630,340,93,Chemin des Aubépines 12,1004,Lausanne,46.5282831,6.6189232,2,1,1,1,0,1,1,0,0,0,"<p>Appartement dans un immeuble proche du centre-ville comprenant :<br><br>- Cuisine agencée (sans lave-vaisselle)<br>- Séjour avec du parquet<br>- 2 Chambres à coucher avec du parquet <br>- Salle de bain<br>- WC-séparés<br>- Balcon<br>- Cave<br><br>Idéalement situé, vous serez en 5 minutes à pied au coeur de la ville, à proximité de la place Chauderon et du centre commercial ""Métropole"" où boutiques et restaurants se cotoyent.<br><br>Avons-nous éveillé votre intérêt ? Alors n'hésitez pas à nous contacter pour obtenir plus d'information.</p>"
694,juin 2020										</span>,1954,2,1020,195,55,Avenue de Collonges 9,1004,Lausanne,46.5280167,6.6209117,1,1,1,0,1,0,1,0,0,0,"<p>Dans un immeuble proche du palais de Beaulieu, nous vous proposons en location un joli 2 pièces se composant de: <br><br>- Cuisine agencée (sans lave-vaisselle)<br>- Hall d'entrée <br>- Séjour avec du parquet <br>- Chambre à coucher avec du parquet <br>- Salle de bain<br>- Cave <br>- Ascenseur<br>- Interphone<br><br>Vous trouverez à proximité une boulangerie, un fleuriste, des restaurants ou encore un kiosque. <br><br>Avons-nous éveillé votre intérêt? Nous restons à votre disposition pour toutes questions.</p>"
695,avril 2020										</span>,-1,-1,1315,40,39,Rue des Alpes 59,1000,Lausanne,46.5681195,6.6867654,0,0,1,2,0,1,0,0,0,0,"<p>ALPE'SQUARE - Immeubles neufs aux normes MINERGIE <br><br>Avenue des Alpes 59 - Crissier <br><br>Grand 1.5 pièce proche de toutes commodités<br>Avec une cuisine agencée avec lave-vaisselle, salle-de-bains/WC et balcon.<br><br>Bâtiment aux normes MINERGIE</p>"
696,mars 2020										</span>,-1,0,3300,-1,140,Avenue Louis-Ruchonnet 41,1003,Lausanne,46.5196031,6.6230337,0,0,0,0,0,1,0,0,0,0,"<p>Situé au rez supérieur d'un immeuble construit au début du XXème siècle, ce splendide appartement de 140 m2 offre une agréable surface de vie à proximité immédiate de la gare de Lausanne.<br><br>Traversant avec pièces principales orientées au Sud, il profite d'un très bel ensoleillement et d'une lumière assurée dans toutes les pièces.<br><br>Vue dégagée, sur le lac et les jardins des immeubles voisins. Environnement calme.<br><br>Très hauts plafonds, cheminée fonctionnelle et parquets anciens. Nombreux placards de rangement.<br><br><b>Loyer net : CHF 3'300.-</b><br><b>Charges : individuelles</b><br><b>Disponibilité : 16 mars 2020</b><br><br><b></b><br><br></p>"
697,mai 2020										</span>,-1,3,2270,180,97,,,-1,46.5173522,6.6451461,3,2,1,2,0,1,1,0,0,0,"<p>A louer grand 5 pièces, au 3ème étage dans immeuble avec ascenseur, comprenant:<br><br>- cuisine<br>- séjour avec cheminée <br>- salle à manger<br>- 3 chambres avec balcons<br>- salle de bains<br>- wc séparé<br>- cave<br><br>Dans un quartier calme, proche de toutes commodités. Un arrêt de bus se trouve à 1 minute à pied. <br><br>Travaux de peinture et parquet<br><br>Disponible dès le 15 mai 2020<br><br>Pour les visites merci de bien vouloir prendre contact avec Mme Udry<br><br>Votre dossier d'inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l'éventuel garant :<br><br>- Demande d'inscription dûment remplie, datée et signée (à télécharger sur notre site internet)<br>- Copie de vos 3 dernières fiches de salaire<br>- Attestation originale de l'Office des poursuites, datant de moins de 3 mois<br>- Copie de votre pièce d'identité (si nationalité suisse) ou permis de séjour<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax, ni de mail)</p>"
698,maintenant										</span>,-1,6,-1,186,69,Avenue de Préfaully 70,1020,Renens,46.5326385,6.5824234,0,0,0,0,0,0,0,0,0,0,<p></p>
699,juin 2020										</span>,-1,1,1670,120,82,Rue du Simplon 18,1006,Lausanne,46.5159421,6.630304,3,0,1,0,0,0,1,0,0,0,"<p>Proche de toutes commodités, grand appartement de 4 pièces à saisir à partir du 1er juin 2020. <br><br>Cet appartement est composé d'une pièce principale, 3 chambres, une salle de bain et une cuisine agencée.<br><br>L'immeuble est situé à proximité immédiate de toutes commodités. La Gare de Lausanne ainsi que l'arrêt de métro se trouvent à 2 minutes à pieds. De nombreux arrêts de bus sont également présents non-loin de l'immeuble, tout comme des tea-rooms, restaurants, Coop, Migros, office de Poste, banques, Subway, McDonald's, Vapiano, Buffet de la Gare, ... <br><br>L'immeuble ne dispose pas d'ascenseur. <br><br>Aucune place de parc n'est à disposition pour le moment. <br><br>Une cave est mise à disposition à titre gratuit et à bien plaire. <br><br>Les visites se font avec le locataire actuel, Monsieur José HINOJOSA.<br><br>EN CAS D'INTÉRÊT : Merci de bien vouloir remplir, signer et retourner le formulaire de demande de location, accompagné des documents demandés. Ledit formulaire est téléchargeable sur l'annonce de cet appartement, sur notre site www.cogestim.ch.</p>"
700,mars 2020										</span>,-1,2,1500,50,-1,Mercerie 18,1003,Lausanne,46.5215921,6.6341554,0,0,1,1,0,0,0,0,0,0,"<p>A louer au coeur de Lausanne, joli studio meublé moderne et confortable comprenant une pièce principale, une cuisine entièrement agencée et une salle de bains-w.c. <br><br>Visite contact service de conciergerie.</p>"
701,avril 2020										</span>,-1,-1,1600,110,63,Rue de la Mercerie 20,1003,Lausanne,46.5215307,6.6343778,2,1,1,2,1,0,0,0,0,0,"<p>Appartement de 3 pièces au rez, comprenant:<br><br>- Hall d'entrée<br>- Séjour<br>- 2 chambres<br>- Salle de bains / WC<br>- Cuisine équipée<br><br>Pour les visites, prendre contact avec M. Dafflon.</p>"
702,avril 2020										</span>,-1,1,1300,140,48,,,-1,46.5262848,6.6186275,1,0,2,1,1,3,1,0,0,0,"<p>Immeuble idéalement situé, à côté du quartier de Chauderon, à deux pas de l'arrêt du LEB et TL.<br><br>Joli 2.5 pièces qui est en cours de rénovation; réfection complète de la peinture, aménagement d'une nouvelle cuisine entièrement équipée et agencée (sans lave-vaisselle).<br><br>L'appartement se compose de la manière suivante:<br><br>Cuisine agencée et équipée avec balcon;<br>Une chambre avec balcon parisien;<br>Un hall;<br>Une salle de bains;<br>Un salon orienté Sud avec balcon.<br><br>Une cave complète ce bien.</p>"
703,juillet 2020										</span>,-1,1,1590,150,58,avenue de Chailly 69,1012,Lausanne,46.5231103,6.6570185,0,0,0,0,0,0,0,0,0,0,<p></p>
704,maintenant										</span>,-1,4,-1,250,88,Place de la Gare 16,1020,Renens,46.535931,6.5800247,0,0,0,0,0,1,0,0,0,0,<p>Balcon - Verdure - A proximité des écoles - A proximité des commerces - A proximité transp. publics - Centre ville</p>
705,mai 2020										</span>,-1,4,1350,215,70,Rue du Simplon 45,1006,Lausanne,46.5163532,6.6273919,0,0,1,2,0,0,0,0,0,0,"<p>Cuisine, salle de bains/WC.</p>"
706,mai 2020										</span>,1966,5,1290,203,76,Avenue de la Confrérie 14,1004,Lausanne,46.5296778,6.6077052,2,1,1,1,0,1,0,1,0,0,"<p>Situé dans un immeuble proche du parc de Valency, nous vous proposons ce logement qui comprend: <br><br>- Cuisine agencée<br>- Séjour avec du parquet <br>- 2 Chambres à coucher avec du parquet <br>- Salle de bain<br>- Armoires murales <br>- WC-séparés<br>- Réduit<br>- Balcon<br><br>Vous trouverez également un cinéma, un Aldi et un fitness à quelques minutes à pied seulement ! <br><br>Une place de parc extérieure est disponible à la location pour CHF 80.00 par mois. <br><br>Une visite vous tente? N'hésitez-plus, allez visiter ce logement!</p>"
707,juin 2020										</span>,-1,1,680,60,24,Rue du Bugnon 33,1020,Renens,46.5390193,6.5947725,0,0,1,2,0,0,0,0,0,0,"<p>Cuisinette dans l'entrée, frigo, réchaud à deux plaques, salle de bains/WC.</p>"
708,avril 2020										</span>,-1,5,1700,145,76,Chemin de Bonne-Espérance 1,1006,Lausanne,46.5144943,6.6508396,0,0,1,2,0,1,0,0,0,0,"<p>dans immeuble proche de toutes commodités, avec beau dégagement sur le lac,<br>cuisine agencée, salle de bains-WC, grand balcon.</p>"
709,mars 2020										</span>,-1,2,820,80,31,Chemin des Airelles 1,1020,Renens,46.5336226,6.591907,0,0,1,2,0,1,1,0,0,0,"<p>Il est à proximité des transports publics (arrêt Renens-village bus à 100 m, des commerces à 400 m, de l'Ecal à 500 m et également d'un établissement scolaire secondaire à 600 m.<br>Comprenant : <br> <br> - Cuisine agencée avec réfrigérateur <br> - Pièce à vivre<br> - Salle de bains/wc <br> - Balcon <br> - Cave</p>"
710,avril 2020										</span>,-1,1,260,40,10,Avenue de la Sallaz 29,1010,Lausanne,46.5312487,6.6459212,1,0,0,1,0,0,0,0,0,0,<p>Chambre indépendante d'environ 10m2 au 1er étage d'un immeuble proche toutes commodités. <br><br>Jouissance d'un WC à l’étage. <br><br>Visites: M. Mijajlovic</p>
711,avril 2020										</span>,1963,1,2340,310,109,,,-1,46.5225664,6.6562037,0,0,0,0,0,2,0,0,0,0,"<p>Magnifique logement, disposant de deux balcons dont un avec vue sur le lac. <br><br>Possibilité de louer un garage fermé</p>"
712,avril 2020										</span>,-1,1,1410,180,65,,,-1,46.5244809,6.6522677,2,1,1,2,0,1,1,0,0,0,"<p><br> Immeuble idéalement situé au Chemin de Beau-Val 6, dans un environnement calme, proche d'un grand espace vert ainsi que des commerces.<br><br> Ce logement à louer dès le 15 avril 2020 est composé comme suit :<br> <br> - une entrée<br> - un séjour avec armoire murale<br> - une cuisine entièrement agencée<br> - 2 chambres à coucher<br> - une salle de bains<br> - WC séparé<br> - un balcon<br> - une cave<br> <br> Pour convenir d'une visite, merci de prendre contact avec le concierge de l'immeuble.</p>"
713,mars 2020										</span>,-1,2,950,130,48,Rue de Crissier 3B,1020,Renens,46.5385099,6.5784454,1,1,1,2,1,1,0,0,0,0,"<p>Joli appartement de 2.5 pièces d'env, 48 m2 au 2ème étage composé de la manière suivante:<br><br>- Hall<br>- Une chambre à coucher<br>- Séjour<br>- Cuisine<br>- Salle de bains/WC<br>- Balcon<br><br>Ce logement est disponible dès le 15 mars 2020 au prix de CHF 950.- + CHF 130.- de charges, soit un total de CHF 1'080.-.<br><br>En cas d'intérêt et pour visiter cet objet, merci de bien vouloir prendre contact avec le concierge M. BERNARDO.<br><br>Pour tout renseignement complémentaire, notre service location se tient à votre entière disposition par téléphone ou par courriel à l'adresse.</p>"
714,mars 2020										</span>,-1,1,900,75,27,Chemin des Croix-Rouges 4,1007,Lausanne,46.5209901,6.6216793,1,0,1,2,0,0,0,0,0,0,"<p>VISITES : CONTACTER LA LOCATAIRE ACTUELLE<br><br>Idéalement situé proche de la gare de Lausanne, des transports publics et de toutes les commodités.<br><br>Appartement de 1 pièce au 1er étage comprenant :<br><br>- 1 chambre<br>- cuisine agencée<br>- salle de bains/WC<br><br>Candidature à adresser à la Régie Duboux SA</p>"
715,avril 2020										</span>,-1,1,780,70,32,Avenue de la Sallaz 31,1010,Lausanne,46.5314723,6.6459734,1,1,0,1,1,0,0,0,0,0,<p>Ce logement est idéalement situé au cœur de Place de la Sallaz à deux pas du métro M2 et des commerces.<br><br>L'appartement d'environ 32m2 au 1er étage se compose comme suite:<br><br>- halle d'entrée<br>- 1 chambre à coucher/séjour<br>- salle de bain avec baignoire/WC/lavabo.<br><br>Visites: Mme Predojevic</p>
716,mai 2020										</span>,-1,0,700,120,34,Chemin Isabelle-de-Montolieu 131,1010,Lausanne,46.5456646,6.6455184,1,0,1,2,0,1,0,0,0,0,"<p>Situé dans les hauts de Lausanne, dans un quartier calme et un cadre verdoyant.<br><br>Cet endroit vous offre diverses commodités, notamment les transports publics, un accès proche à l'autoroute, du métro ""M2"", des commerces, des établissements scolaires, une piscine et un centre de loisirs.<br><br>Ce logement comprend :<br><br>- cuisine agencée<br>- une chambre<br>- salle de bains/WC<br>- un balcon<br><br>Pour les visites, nous vous invitons à prendre contact avec M. Kebe</p>"
717,juin 2020										</span>,-1,0,600,100,23,Chemin Isabelle-de-Montolieu 131,1010,Lausanne,46.5456646,6.6455184,0,0,1,2,1,1,0,0,0,0,"<p>Situé dans les hauts de Lausanne, dans un quartier calme et un cadre verdoyant.<br><br>Cet endroit vous offre diverses commodités, notamment les transports publics, un accès proche à l'autoroute, du métro ""M2"", des commerces, des établissements scolaires, une piscine et un centre de loisirs.<br><br>Ce logement comprend : <br><br>- hall d'entrée<br>- cuisine agencée<br>- salle de bains/WC<br>- un balcon<br><br>Pour les visites, nous vous invitons à prendre contact avec M. Gomes</p>"
718,maintenant										</span>,1947,3,1500,150,60,Chemin de Renens 20,1004,Lausanne,46.527661,6.608818,1,1,1,2,1,0,1,0,0,0,"<p>Quartier tranquille et verdoyant. Proche des commodités.<br>Comprenant: hall d'entrée, séjour, une chambre à coucher, cuisine agencée fermée habitable, salle de bains/WC. Une cave. Possibilité de louer une place de parc extérieure double à CHF 200.-/mois.</p>"
719,mars 2020										</span>,-1,2,1890,-1,77,Chemin de la Prairie 5E,1007,Lausanne,46.523352,6.606316,0,0,0,0,0,0,0,0,0,0,<p></p>
720,avril 2020										</span>,-1,1,-1,260,83,Rue St-Roch 25,1004,Lausanne,46.524685,6.627621,2,0,0,0,0,0,0,0,0,0,<p>Tranquillité - A proximité des écoles - A proximité des commerces - A proximité transp. publics - Centre ville - 2 chambres à coucher</p>
721,maintenant										</span>,-1,2,1670,160,63,Avenue de Riant-Mont 23,1004,Lausanne,46.525549,6.632701,0,0,0,0,0,0,0,0,0,0,"<p>Proximité : A 10 minutes à pied de l’arrêt de métro « Riponne – M. Béjart », transports-publics, commerces</p>"
722,maintenant										</span>,-1,2,-1,170,29,Boissonnet 90,1010,Lausanne,46.541472,6.641603,0,0,0,0,0,0,0,0,0,0,<p>Tranquillité - Verdure</p>
723,mars 2020										</span>,-1,4,1300,100,43,,,-1,46.540336,6.580919,1,1,1,2,1,1,1,0,0,0,"<p>Immeuble avec ascenseur situé dans un quartier dynamique. A 10 minutes à pied de la gare CFF de Renens. Magasins, bus et restaurants à la porte.<br>Comprenant: hall d'entrée, séjour, chambre à coucher, cuisine agencée, salle de bains/WC, balcon et cave.</p>"
724,mars 2020										</span>,-1,5,-1,50,20,Avenue de Morges 171,1004,Lausanne,46.526267,6.610038,0,0,0,0,0,0,0,0,0,0,<p></p>
725,avril 2020										</span>,1905,3,2860,200,98,Avenue de Chailly 71,1012,Lausanne,46.523479,6.657,2,1,1,2,1,1,1,0,0,0,"<p>Immeuble début 1900 de très belle qualité et plein de charme, rénové en 1996, beau cadre de verdure. Bus no. 7 à 2 min. Chailly (magasins) à 10 min. à pied. Centre-ville de Lausanne à 5 min. en voiture. Tranquillité parfaite.<br>Comprenant : Hall meublable, très beau séjour avec balcon, 2 chambres, cuisine agencée, salle de bains-wc. Une grande cave. Une place de parc extérieure à disposition à CHF 80.- par mois.</p>"
726,avril 2020										</span>,-1,2,950,110,40,Rue des Crêtes 12,1018,Lausanne,46.529542,6.631299,0,0,0,0,0,0,0,0,0,0,"<p>Appartement de 1 pièce au 2ème étage d'un immeuble en centre-ville de Lausanne.<br>Quartier calme et entouré de verdure, Migros au bas de l'immeuble.<br>Proche de toutes les commodités.<br>Pour les visites, contactez le locataire M. Aydogmus</p>"
727,maintenant										</span>,-1,3,1610,60,48,Rue Chaucrau 14,1003,Lausanne,46.523017,6.631187,0,0,0,0,0,0,0,0,0,0,<p></p>
728,avril 2020										</span>,-1,5,2640,230,90,Avenue de Floréal 3,1006,Lausanne,46.514031,6.627348,0,0,0,0,0,0,0,0,0,0,"<p>Magnifique appartement de 4.5 pièces au 5ème étage situé dans le quartier sous-gare à 10 minutes à pied du bord du lac.<br>Idéalement situé, proche des commerces ainsi que des transports publics l'arrêt de metro Grancy se trouve à 5 minutes à pied.</p>"
729,maintenant										</span>,-1,1,1490,200,65,Rue Couchirard 14,1004,Lausanne,46.5269478,6.6132866,0,0,0,0,0,0,0,0,0,0,<p></p>
730,mars 2020										</span>,-1,3,950,100,64,Avenue de Morges 44,1004,Lausanne,46.525838,6.617865,0,0,1,2,0,0,1,0,0,0,"<p>Excellente situation centrale. Bus à la porte, magasins et écoles à proximité immédiate. Immeuble avec ascenseur.<br>Comprenant : une pièce principale, salle de bains-WC, cuisine agencée avec frigo, cuisinière et cave.</p>"
731,maintenant										</span>,-1,4,1520,155,48,Chemin de Longeraie 4,1006,Lausanne,46.515489,6.637565,0,0,0,1,0,1,0,0,0,0,"<p>Quartier sous-gare à quelques minutes de toutes les commodités <br>Studio de charme avec cusine agencée, une pièce à vivre, salle-de-douches/WC et balcon</p>"
732,maintenant										</span>,-1,1,850,80,29,Boissonnet 92,1010,Lausanne,46.541254,6.641424,0,0,0,0,0,0,0,0,0,0,<p>Tranquillité - Verdure - A proximité transp. publics</p>
733,maintenant										</span>,-1,3,-1,160,63,Avenue de Riant-Mont 23,1004,Lausanne,46.525549,6.632701,0,0,0,0,0,0,0,0,0,0,"<p>Proximité : A 10 minutes à pied de l’arrêt de métro « Riponne – M. Béjart », transports-publics, commerces</p>"
734,maintenant										</span>,-1,6,1450,120,47,Place du Tunnel 23,1005,Lausanne,46.525495,6.634006,0,0,0,0,0,0,0,0,0,0,<p>A proximité des écoles - A proximité des commerces - A proximité transp. publics - Centre ville</p>
735,maintenant										</span>,-1,3,2540,285,112,Avenue Virgile-Rossel 9,1012,Lausanne,46.526477,6.647012,0,0,0,0,0,0,0,0,0,0,<p></p>
736,maintenant										</span>,-1,1,-1,135,24,Route de Berne 30,1010,Lausanne,46.536785,6.649442,0,0,0,0,0,0,0,0,0,0,<p></p>
737,maintenant										</span>,-1,0,-1,140,50,Avenue de Montchoisi 24,1006,Lausanne,46.511331,6.63591,0,0,1,0,0,1,0,0,0,0,"<p>Spacieux appartement de 1.5 pièce proche de toutes commodités <br>cuisine agencée, salle d'eau,balcon<br><br>Proximité : à 10 minutes de la gare de Lausanne, transports-publics, commerces<br></p>"
