,link,id,host,date,Availability,Year,Floor,LoyerNet,Charges,Space,Street,Zip,City,Latitude,Longitude,chambre,séjour,cuisine,wc,hall,outdoors,cave,réduit,Entrée,stores,Description,TotalRent,NearestStop,TimeToNearestStop
212,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/cogestim-lausanne-237/appartement-moderne-3-pieces-idealement-situe-lausanne-339598
",339598,"Immobilier
","2020-02-23
",juillet 2020										</span>,-1,1,1940,170,86,Boissonnet 76,1010.0,Lausanne,46.54140220000001,6.6425133,1,0,1,2,1,1,0,0,0,0,"<p>Grand appartement d'environ 86m2 au 1er étage d'un immeuble récent.<br><br>A deux pas de la sortie d'autoroute ""Lausanne-Vennes"", il se compose comme suit:<br><br>- Hall d'entrée avec armoire murale<br> - Cuisine ouvert et agencée<br>- Deux chambres à coucher<br>- Salle-de-Bains / WC<br>- Balcon<br><br>Une place de parc intérieure vient agréablement compléter ce bien (CHF 200.- en sus).</p>",2110,Lausanne-Flon,33.13956209710766
213,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/naef-immobilier-lausanne-343/location-meublee-duree-determinee-ideal-les-etudiants-339763
",339763,"Immobilier
","2020-02-23
",No info,-1,1,1800,150,67,,,-1,-1.0,-1.0,2,1,0,2,2,0,1,0,0,0,"<p>L'immeuble est idéalement situé entre l'Avenue de France et l'Avenue d'Echallens, il bénéficie d'un environnement calme et d'un cadre verdoyant.<br><br>L'appartement de 3 pièces se compose comme suit :<br><br>- Hall de distribution<br>- Spacieux séjour<br>- Grande chambre<br>- Petite chambre<br>- Salle de bains/WC<br>- Cave<br><br>Un garage box individuel à Fr. 120.--/mois vient compléter ce bien.<br><br>Attention : location de durée déterminée, à convenir. De plus, l'appartement est loué meublé et en l'état.</p>",1950,Ecublens-EPFL,68161.41931487877
214,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-4-1-2-pieces-lausanne-34009
",34009,"Immobilier
","2020-02-23
",maintenant										</span>,-1,-1,-1,175,110,,,-1,46.514068,6.637629,2,1,1,2,0,0,0,0,0,0,<p>Sublime appartement de 4.5 pièces au dernier étage <br>Dans un joli quartier calme à 5 min du centre-ville.<br><br>comprenant : <br><br>Spacieux séjour et cuisine agencée ouverte <br>2 chambres à coucher et une galerie <br>salle de bain et salle de douche /WC <br><br>Possibité de louer une place de parc <br><br></p>,174,Lausanne-Flon,12.40707053671063
215,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/privera-lausanne-972/agreable-3-pieces-proche-toutes-les-commodites-340208
",340208,"Immobilier
","2020-02-23
",No info,1962,3,1550,190,78,Route Aloys-Fauquez 60,1018.0,Lausanne,46.53506220000001,6.6336087,1,0,1,2,1,1,1,0,0,0,"<p>L'appartement est proche des transports publics, des accès autoroutiers et des commerces, il se compose de la manière suivante :<br><br>Salon et chambres à coucher avec parquet<br>Cuisine fermée - rénovée <br>Salle de bains - rénovée <br>WC séparé - rénové <br>Grand hall d'entrée avec armoires murales <br>Balcon<br>Cave<br><br>Pour visiter l'objet, merci de prendre contact avec nos services, les jours ouvrables entre 08h00 et 17h00.<br><br>En cas d'intérêt, merci de bien vouloir nous transmettre :</p>",1740,Lausanne-Flon,21.729235440826166
216,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/privera-lausanne-972/charmant-3-pieces-1er-etage-quartier-calme-entierement-renove-340661
",340661,"Immobilier
","2020-02-23
",No info,-1,1,1520,210,72,Avenue de Sévery 4,1004.0,Lausanne,46.527813099999996,6.6120021,1,0,2,3,1,1,1,0,0,0,"<p>L'appartement est situé dans un quartier calme, proche des transports publics et des commerces. Il se compose de la manière suivante :<br><br>Salon avec parquet au sol et balcon <br>Chambres avec parquet au sol <br>Cuisine (fermée)<br>Grand hall avec étagères au mur <br>Salle de bains avec baignoire et wc <br>Cave (à bien plaire)<br><br>La cuisine et la salle de bains sont en cours de rénovation et cela sans modification du loyer proposé. Disponibilité à convenir. <br><br>Afin de convenir d'une date de visite, nous vous remercions de prendre contact avec notre agence les jours ouvrables, les jours ouvrables entre 08h30 et 17h00.<br><br>En cas d'intérêt, merci de bien vouloir nous transmettre :</p>",1730,Vigie,7.262973534884046
217,"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/galland-cie-254/appartement-subventionne-3-pieces-340890
",340890,"Immobilier
","2020-02-23
",maintenant										</span>,-1,2,1576,248,76,Sentier de la Gare 8,1020.0,Renens,46.535526000000004,6.5907728,2,1,1,2,1,2,1,0,0,0,"<p>Immeuble situé à Renens-Village. Quartier calme et verdoyant. Proche de toutes les commodités.<br>Appartement SUBVENTIONNE comprenant: hall d'entére, séjour, 2 chambres à coucher, cuisine agencée avec lave-vaisselle, salle de bains, WC séparé, balcon-terrasse. Une cave. Possibilité de louer une place de parc intérieure au Sentier de la Gare 4 ou 10 entre CHF 110.- et 125.-/mois. Dernier loyer net indiqué à titre indicatif, mais fixé en fonction du revenu et de la fortune des locataires, ainsi que des conditions d'occupation.</p>",1824,Renens,11.306552149253942
218,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-3-1-2-pieces-2eme-etage-lausanne-340989
",340989,"Immobilier
","2020-02-23
",avril 2020										</span>,-1,2,-1,130,68,Avenue de Valmont 13,1010.0,Lausanne,46.5365835,6.6552983999999995,2,0,0,1,0,2,0,0,0,0,<p>Balcon - Tranquillité - Verdure - A proximité des écoles - A proximité transp. publics - 2 chambres à coucher - WC séparé - balcon</p>,129,Lausanne-Flon,35.083391176597495
219,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-1-2-pieces-1er-etage-lausanne-340990
",340990,"Immobilier
","2020-02-23
",maintenant										</span>,-1,1,1490,175,56,Chemin des Glycines 5,1004.0,Lausanne,46.52768820000001,6.6100342,0,0,0,0,0,0,0,0,0,0,<p></p>,1665,Provence,7.68071642565102
220,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/pbbg-gerances-gestions-immobilieres-271/magnifique-3-pieces-mezzanine-ancienne-ferme-renovee-341050
",341050,"Immobilier
","2020-02-23
",mars 2020										</span>,-1,-1,2600,-1,116,Chemin du Ravin 12,1012.0,Lausanne,46.5222638,6.6542809000000025,1,1,1,1,0,0,0,0,0,0,"<p>Magnifique 3 pièces avec mezzanine, dans une ancienne ferme rénovée. Ce bien atypique ravira les amateurs de vieilles poutres en bois. <br><br>Cet objet est idéalement situé à proximité de toutes les commodités, proche du quartier de Chailly. Superbe vue sur le lac. <br><br>Le bien est composé comme suit: <br> <br>- Une belle pièce à vivre avec mezzanine<br>- Une grande cuisine entièrement agencée<br>- Un séjour avec une cheminée au bioéthanol<br>- Une salle-de-bains/W.C.<br>- Une grande chambre avec dressing attenant<br>- Une salle-de-douche/W.C. <br><br>- Une buanderie commune au rez-de-chaussée<br><br>Charges mensuelles : CHF 150.--<br><br>Possibilité de louer une place de parc couverte à CHF 150.--/mois</p>",2599,Lausanne-Flon,25.358950283381482
221,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/galland-cie-254/appartement-1-piece-n-17-341830
",341830,"Immobilier
","2020-02-23
",maintenant										</span>,-1,3,780,60,24,Chemin du Devin 4,1012.0,Lausanne,46.5268576,6.6525678,0,0,1,2,1,1,1,0,0,0,"<p>Immeuble avec ascenseur situé à 2 pas de Chailly avec ses commerces et les bus pour le centre-ville.<br>Comprenant: hall, pièce principale, cuisine équipée avec frigo et cuisinière 2 plaques, salle de bains/WC, balcon. Une cave. Bail à loyer de durée déterminée jusqu'au 30.06.2020 pour cause de travaux futurs de rehaussement de l'immeuble.</p>",840,Lausanne-Flon,25.344549637472483
222,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/apleona-real-estate-ag-670/3-pieces-quartier-calme-341901
",341901,"Immobilier
","2020-02-23
",No info,-1,-1,1730,245,87,Chemin du Furet 13,1018.0,Lausanne,46.540696399999995,6.6257003,2,2,1,3,1,1,1,0,0,0,"<p>Aménagé dans un immeuble locatif, spacieux logement bénéficiant de calme et dans un environnement verdoyant.<br><br>Il se compose comme suit <br>- 1 hall d'entrée avec une armoire murale,<br>- 1 grand séjour donnant accès au balcon,<br>- 2 chambres à coucher,<br>- 1 cuisine agencée,<br>- 1 salle-de-bains/WC,<br>- 1 WC séparé, <br>- 1 cave.<br><br>Possibilité de louer une place de parc intérieure en sus.<br><br>BAUX DE DUREE DETERMINEE DE 5 ANS NON RENOUVELABLE. POSSIBILITE UNILATERALE POUR LE LOCATAIRE DE RESILIER PENDANT LA DUREE DU BAIL.<br><br>En cas d'intérêt, votre dossier d’inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l’éventuel garant : <br>- Demande d’inscription dûment remplie, datée et signée (à télécharger sur notre site internet)<br>- Copie de vos 3 dernières fiches de salaire<br>- Attestation originale de l’Office des poursuites, datant de moins de 3 mois<br>- Copie de votre pièce d’identité (si nationalité suisse) ou permis de séjour<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax ni de mail).<br>Seuls les dossiers complets seront pris en considération.</p>",1975,Vigie,24.41245866715959
223,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-1-2-pieces-2eme-etage-lausanne-341940
",341940,"Immobilier
","2020-02-23
",maintenant										</span>,-1,2,1520,175,56,Chemin des Glycines 5,1004.0,Lausanne,46.52768820000001,6.6100342,0,0,0,0,0,0,0,0,0,0,<p></p>,1695,Provence,7.68071642565102
224,"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/regie-rhone-geneve-44/appartement-4-pieces-3eme-etage-342363
",342363,"Immobilier
","2020-02-23
",No info,-1,3,2390,-1,-1,Chemin de Publiaz 4,1020.0,Renens,46.5420874,6.5863936,3,1,1,2,1,1,0,0,0,0,"<p>Immeuble proche des axes autoroutiers<br>Comprenant : Hall, cuisine, séjour, 3 chambres, une salle de bains, wc séparé, balcon</p>",2389,Renens,10.20235580100627
225,"https://www.immobilier.ch/fr/louer/appartement/vaud/prilly/bernard-nicod-siege-400/appartement-3-pieces-3eme-etage-prilly-342401
",342401,"Immobilier
","2020-02-23
",avril 2020										</span>,-1,3,1350,150,40,Avenue de Floréal 4,1008.0,Prilly,46.5348453,6.6044229,2,0,1,0,0,0,0,0,0,0,"<p>Appartement de 3 pièces proche des commerces et transports avec cuisine agencée, salle d'eau et 2 chambres</p>",1500,Provence,13.541750855059542
226,"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/regie-chamot-cie-277/35pces-construction-recente-minergie-342506
",342506,"Immobilier
","2020-02-23
",maintenant										</span>,2017,3,1960,110,88,Rue de Lausanne 51,1020.0,Renens,46.534112,6.590560400000001,0,0,0,0,0,0,0,0,0,0,<p></p>,2070,Renens,11.598201992603867
227,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/naef-immobilier-lausanne-343/studio-meuble-situe-centre-ville-343365
",343365,"Immobilier
","2020-02-23
",mars 2020										</span>,-1,5,930,70,22,Place Chauderon 30,1003.0,Lausanne,46.523836700000004,6.623951400000001,0,0,1,2,0,0,1,0,0,0,"<p>1 pièce principale, cuisine avec 2 plaques, réfrigérateur, hotte, four micro-ondes, salle de bains/wc, cave. Dès 1 an de location : CHF 930.-- + 70.-- (+ 3 mois garantie bancaire = 2'790.--) dès 6 mois de location : CHF 1'100.-- + 70.-- (+ 3 mois garantie bancaire = 3'300.--) de 3 à 5 mois : CHF 1'200.-- + 70.-- (+ 3 mois garantie bancaire = 3'600.--) de 1 à 2 mois : CHF 1'400.-- + 70.-- (+ 2 mois garantie bancaire = 2'800.--) Info : Stutz Immobilier. Date d'entrée à convenir</p>",1000,Vigie,6.305617320579345
228,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/regie-croset-404/appartement-2-pieces-5eme-etage-343770
",343770,"Immobilier
","2020-02-23
",maintenant										</span>,1967,5,1120,180,46,Chemin du Devin 31B,1012.0,Lausanne,46.529306299999995,6.6501902,1,1,1,2,1,1,0,0,0,0,"<p>Immeuble situé dans un quartier calme à proximité des commerces, du CHUV, des écoles, d'une garderie ainsi que des transports en commun.<br>Ce logement comprend : hall d'entrée, une chambre, séjour, cuisine agencée, salle de bains/WC et balcon type français.<br> <br> Pour les visites, contacter le concierge M. ALVES du lundi au vendredi de 13h00 à 18h00 (appt no 32)<br></p>",1300,Lausanne-Flon,24.824641189594942
229,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/rilsa-288/appartement-25-pieces-1er-etage-env-52m2-344085
",344085,"Immobilier
","2020-02-23
",maintenant										</span>,-1,-1,1690,-1,52,Chemin du Levant 98,1005.0,Lausanne,46.5170723,6.6515805,1,1,1,2,1,0,1,0,0,0,"<p>Bel appartement (non meublé) de 2.5 pièces au 1er étage d'une surface d'environ 52m2 situé dans un quartier calme et résidentiel, proche de toutes commodités. <br><br>Ce logement comprend : un hall d'entrée, une cuisine entièrement agencée, un séjour, une chambre à coucher, une salle de bains/WC et une cave. <br><br>Une place de parc intérieure et une extérieure sont comprises dans le loyer net. <br><br>Charges forfaitaires en sus de Fr. 150.00</p>",1689,Lausanne-Flon,22.96901519519439
230,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/apleona-real-estate-ag-670/beau-25-pieces-jardin-proche-chaudron-344193
",344193,"Immobilier
","2020-02-23
",No info,1953,-1,1580,160,50,,,-1,46.5265343,6.6270565999999995,1,1,1,2,2,5,1,0,0,0,"<p>proche de toutes commodités, venez visiter ce chaleureux 2.5 pièces de 50 m2 avec jardin/terrasse.<br><br>Il se compose comme suit:<br>- Hall d'entrée,<br>- Cuisine habitable agencée (grand frigo, cuisinière vitrocéram, hotte de ventilation, lave-vaisselle) avec petit balcon,<br>- Hall meublable pouvant servir de salle à manger,<br>- Séjour donnant accès au jardin/terrasse,<br>- Chambre,<br>- Salle de douche/WC/lavabo,<br>- Cave.<br><br>Immeuble entièrement rénové entre 2011-2012 comprenant un ascenseur.<br>Des travaux de peinture sont en cours.<br><br><br>« BAIL DE DUREE DETERMINEE DE 5 ANS. POSSIBILITES DE RESILIATION PAR LE LOCATAIRE PENDANT LA DUREE FIXE. ».<br><br>En cas d'intérêt de votre part pour ce logement, APRES VISITE et UNIQUEMENT après visite, merci de nous transmettre les documents suivants, soit :<br><br>- Une demande de location remplie, datée et signée par toutes les personnes s'inscrivant sur le bail à loyer (locataire + garant si il y en a un) FORMULAIRE A TELECHARGER SUR www.realestate.apleona.ch<br><br>- Extrait de l'Office des Poursuites (validité de 3 mois maximum)<br><br>- Copie des 3 dernières fiches de salaire<br><br>- Copie de la carte d'identité<br><br>MERCI DE FOURNIR CES DOCUMENTS AU NOM DE VOTRE CONJOINT/E OU VOTRE GARANT/E SI VOUS VOUS INSCRIVEZ ENSEMBLE !<br><br>Les dossiers sont à envoyer par courrier ou à amener en main propre à notre guichet. Tous les dossiers envoyés par e-mail ne seront pas acceptés.</p>",1740,Lausanne-Flon,9.166983823959573
231,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-pieces-9eme-etage-lausanne-344213
",344213,"Immobilier
","2020-02-23
",maintenant										</span>,-1,9,-1,110,37,Avenue de Valmont 18,1010.0,Lausanne,46.537432700000004,6.657805099999999,0,0,0,0,0,1,0,0,0,0,<p>Balcon - Tranquillité - Verdure - A proximité des écoles - A proximité transp. publics - Vue imprenable</p>,109,Lausanne-Flon,37.73617455048982
232,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/zimmermann-immobilier-772/appartement238-344450
",344450,"Immobilier
","2020-02-23
",mars 2020										</span>,-1,3,1220,150,38,Route de Chavannes,1007.0,Lausanne,46.5260155,6.5881589000000025,1,1,1,2,1,0,0,0,0,0,"<p>Appartement de 2 pièces comprenant 1 hall d'entrée, 1 salle de bains/WC, 1 chambre à coucher avec armoire murale, 1 séjour avec cuisinette ouverte. Proche accès autoroute et toutes commodités.</p>",1370,UNIL-Chamberonne,7.2867520819975615
233,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/apleona-real-estate-ag-670/joli-3-pieces-situe-les-hauts-lausanne-344561
",344561,"Immobilier
","2020-02-23
",No info,-1,-1,1450,205,65,Chemin du Furet 9,1018.0,Lausanne,46.5402055,6.625708199999999,2,2,1,2,1,0,1,0,0,0,"<p>Aménagé dans un immeuble locatif, spacieux logement bénéficiant de calme et dans un environnement verdoyant.<br><br>Il se compose comme suit <br>- 1 hall d'entrée avec des armoires murales, <br>- 1 grand séjour,<br>- 2 chambres à coucher,<br>- 1 cuisine agencée,<br>- 1 salle-de-bains/WC,<br>- 1 cave.<br><br>Possibilité de louer une place de parc intérieure en sus.<br><br>Disponible de suite <br><br>BAUX DE DUREE DETERMINEE DE 5 ANS NON RENOUVELABLE. POSSIBILITE UNILATERALE POUR LE LOCATAIRE DE RESILIER PENDANT LA DUREE DU BAIL.<br><br>En cas d'intérêt, votre dossier d’inscription doit comporter les pièces suivantes, pour tous les titulaires du bail, y compris l’éventuel garant : <br>- Demande d’inscription dûment remplie, datée et signée (à télécharger sur notre site internet)<br>- Copie de vos 3 dernières fiches de salaire<br>- Attestation originale de l’Office des poursuites, datant de moins de 3 mois<br>- Copie de votre pièce d’identité (si nationalité suisse) ou permis de séjour<br><br>Les dossiers doivent être envoyés par poste ou déposés directement à notre agence (pas de fax ni de mail).<br>Seuls les dossiers complets seront pris en considération.</p>",1655,Vigie,23.75472824604386
234,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-5-pieces-5eme-etage-lausanne-344932
",344932,"Immobilier
","2020-02-23
",maintenant										</span>,-1,5,-1,250,115,Place du Tunnel 13,1005.0,Lausanne,46.5264006,6.634444900000001,0,0,0,0,0,0,0,0,0,0,<p></p>,249,Lausanne-Flon,10.50149427416212
235,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-pieces-1er-etage-lausanne-345412
",345412,"Immobilier
","2020-02-23
",maintenant										</span>,-1,1,1500,200,56,Route Aloys-Fauquez 38,1018.0,Lausanne,46.5332474,6.6336319,1,0,1,2,0,1,0,0,0,0,"<p>Bel appartemment rénové de deux pièces comprenant une cuisine agencée, un salon, une chambre, une salle de douche avec WC et un balcon.<br><br>Proche des transports et commerces.<br><br></p>",1700,Lausanne-Flon,19.222614564556416
236,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/regie-croset-404/appartement-55-pieces-12eme-etage-345439
",345439,"Immobilier
","2020-02-23
",maintenant										</span>,1961,2,2260,310,120,Avenue de Valmont 16,1010.0,Lausanne,46.53734,6.6568017999999975,1,1,1,3,1,1,0,0,0,0,"<p>Situé dans les hauts de Lausanne, dans un quartier calme et un cadre verdoyant, idéal pour étudiant.<br> Cet endroit vous offre diverses commodités, notamment les transports publics (lignes de bus n°6-41-65-75), un accès proche à l'autoroute, du métro ""M2"", des commerces, des établissements scolaires, une piscine et un centre de loisirs. <br> <br> <br>Ce logement comprend : hall d'entrée, quatre chambres, séjour, cuisine agencée avec lave-vaisselle, salle de bains-WC, WC séparés et balcon.<br> <br> Pour toutes demandes d'informations de contact, nous vous invitons à consulter notre site internet www.regieducroset.ch sous l'onglet « à louer ».</p>",2570,Lausanne-Flon,36.90492852613695
237,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/galland-cie-254/appartement-2-pieces-n-19-34570
",34570,"Immobilier
","2020-02-23
",maintenant										</span>,-1,3,975,80,42,Chemin du Devin 4,1012.0,Lausanne,46.526849,6.652585,1,1,1,2,1,1,1,0,0,0,"<p>Immeuble avec ascenseur situé à 2 pas de Chailly avec ses commerces et les bus pour le centre-ville.<br>Comprenant: hall d'entrée, séjour, chambre à coucher, cuisine avec frigo, salle de bains/WC, balcon. Une cave. Bail à loyer de durée déterminée jusqu'au 30.06.2020 pour cause de travaux futurs de rehaussement de l'immeuble.</p>",1055,Lausanne-Flon,25.355658695792176
238,"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/livit-ag-real-estate-management-675/chambre-colocation-345757
",345757,"Immobilier
","2020-02-23
",maintenant										</span>,-1,3,1125,125,74,Rue du Temple 1-3,1020.0,Renens,46.536637799999994,6.5881085000000015,4,1,1,1,0,0,0,0,0,0,"<p>Chambre dans appartement de 3.5 pièces meublé dans un immeuble moderne comprenant : <br><br>- Cuisine agencée en commun<br>- Séjour en commun<br>- Accès WIFI<br>- Salle de douche en commun<br>- 1 Chambres à coucher meublée<br><br>Idéalement situé proche des transports publics, de l'UNIL et de l'EPFL.<br><br>L'appartement possède 2 chambres en colocation à louer.<br><br>N'hésitesz pas contactez-nous !</p>",1250,Renens,8.545307238231446
239,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/livit-ag-real-estate-management-675/quelques-minutes-centre-ville-lausanne-345854
",345854,"Immobilier
","2020-02-23
",maintenant										</span>,1975,5,2340,350,120,Avenue Parc-de-la-Rouvraie 12,1018.0,Lausanne,46.530502399999996,6.6334753,3,1,1,1,1,1,1,0,0,0,"<p>Envie de grands espaces? Ce logement saura vous séduire par ses caractéristiques suivantes : <br><br>- Spacieux séjour avec du parquet <br>- Salle à manger<br>- Cuisine entièrement agencée fermée avec lave-vaisselle <br>- Hall d'entrée avec armoires murales <br>- 3 Chambres à coucher avec du parquet <br>- Salle de bain avec possibilité d'installer une colonne de lavage <br>- WC-Séparés <br>- Balcon avec vue<br>- Cave, ascenseur <br><br>Vous trouverez proche de l'immeuble, une Coop, un club de gym, des retaurants mai suassi un fleuriste. <br><br>Avons-nous éveillé votre intérêt? Nous restons à votre disposition pour toutes vos questions.</p>",2690,Lausanne-Flon,15.42243934574163
240,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/globe-plan-cie-1082/appartement-25-p-centre-ville-lausanne-345871
",345871,"Immobilier
","2020-02-23
",No info,-1,5,2500,-1,-1,Rue de la pontaise 10,1018.0,Lausanne,46.5291321,6.630549900000001,0,0,0,0,0,0,0,0,0,0,<p></p>,2499,Lausanne-Flon,12.862184109496388
241,"https://www.immobilier.ch/fr/louer/appartement/vaud/ecublens/apleona-real-estate-ag-670/bel-appartement-terrasse-345895
",345895,"Immobilier
","2020-02-23
",No info,1987,-1,1800,295,86,,,-1,46.535897399999996,6.5757039000000015,1,2,1,3,0,1,0,0,0,0,"<p>A deux pas de la gare CFF de Renens, un arrêt de bus devant l'immeuble et les commerces de l'autre côté de la rue, cet appartement est idéalement situé.<br><br>Il est composé de la manière suivante :<br><br>Séjour avec accès terrasse<br>Cuisine agencée et habitable<br>2 belles chambres<br>Salle-de-bains/WC<br>WC séparé<br><br>L'appartement sera entièrement raffraichi (murs et sols) et disponible de suite <br><br>En cas d'intérêt et seulement après la visite, vous pouvez nous transmettre votre dossier complet, soit<br><br>- formulaire d'inscription dûment rempli (disponible sur notre site internet http://www.realestate.apleona.ch/fr/offre-location/formulaire-dinscription/)<br>- attestation de l'Office des Poursuites récente (max. 3 mois)<br>- dernières fiches de salaire<br>- copie de pièce d'identité ou du permis de séjour (B ou C)</p>",2095,Epenex,3.005351552665032
242,"https://www.immobilier.ch/fr/louer/appartement/vaud/renens/bernard-nicod-siege-400/appartement-1-piece-1er-etage-renens-345908
",345908,"Immobilier
","2020-02-23
",maintenant										</span>,-1,1,-1,60,35,Avenue de Préfaully 30,1020.0,Renens,46.5327365,6.5811053,0,0,0,0,0,0,0,0,0,0,<p></p>,59,Renens,6.003625016773637
243,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/apleona-real-estate-ag-670/spacieux-deux-pieces-346306
",346306,"Immobilier
","2020-02-23
",No info,1931,-1,1300,195,53,,,-1,46.5151089,6.6169988,1,2,1,2,1,1,1,0,0,0,"<p>Bénéficiant d'une situation idéale proche de toutes les commodités (poste, banque et commerces), ce chaleureux logement de 57 m2 saura vous séduire non seulement par ses espaces généraux, mais aussi pour ses qualités suivantes :<br><br>• Grand hall,<br>• Séjour avec balcon,<br>• Cuisine agencée et habitable,<br>• chambre avec parquet, <br>• Salle de bains / WC,<br>• Cave.<br><br>A louer de suite ou à convenir. <br><br>En cas d'intérêt, vous pouvez joindre Madame Da Costa afin de convenir d'une visite. <br><br>Documents nécessaires pour déposer une inscription par courrier auprès de notre agence :<br><br>- formulaire d'inscription dûment rempli (disponible sur notre site internet http://www.realestate.apleona.ch/fileadmin/re-swiss/Mietangebote-Anmeldeformulare/Anmeldeformulare_interaktiv/217a_Mietinteressenten_Wohnung_Franz_LS.pdf/)<br>- attestation de l'Office des Poursuites récente (max. 3 mois)<br>- dernières fiches de salaire<br>- copie de pièce d'identité ou du permis de séjour (B ou C)</p>",1495,Vigie,13.399084219020155
244,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-pieces-2eme-etage-lausanne-346323
",346323,"Immobilier
","2020-02-23
",maintenant										</span>,-1,2,1210,135,37,Chemin du Risoux 19,1004.0,Lausanne,46.5288414,6.6105844,0,0,0,0,0,1,0,0,0,0,<p>Balcon - Vue - Tranquillité</p>,1345,Provence,8.957996027871419
245,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/regie-croset-404/appartement-3-pieces-5eme-etage-346358
",346358,"Immobilier
","2020-02-23
",mars 2020										</span>,1961,5,1650,260,85,Avenue de Valmont 16,1010.0,Lausanne,46.53734,6.6568017999999975,2,1,1,3,1,1,0,0,0,0,"<p>Situé dans les hauts de Lausanne, dans un quartier calme et un cadre verdoyant, idéal pour étudiant.<br> Cet endroit vous offre diverses commodités, notamment les transports publics (lignes de bus n°6-41-65-75), un accès proche à l'autoroute, du métro ""M2"", des commerces, des établissements scolaires, une piscine et un centre de loisirs. <br> <br> <br>Ce logement comprend : hall d'entrée, deux chambres, séjour, cuisine agencée, salle de bains-WC, WC-séparés et balcon.<br> <br> Pour toutes demandes d'informations de contact, nous vous invitons à consulter notre site internet www.regieducroset.ch sous l'onglet « à louer ».</p>",1910,Lausanne-Flon,36.90492852613695
246,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/privamob-463/beau-45-pieces-cuisine-entierement-agence-balcon-346565
",346565,"Immobilier
","2020-02-23
",maintenant										</span>,-1,2,2050,165,80,Avenue du Grey 43,1018.0,Lausanne,46.5349924,6.6204827,0,0,0,0,0,0,0,0,0,0,<p></p>,2215,Vigie,15.215450283504945
247,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-2-pieces-2eme-etage-lausanne-346789
",346789,"Immobilier
","2020-02-23
",avril 2020										</span>,-1,2,1330,180,44,Chemin de Montetan 7,1004.0,Lausanne,46.528999799999994,6.6182874000000025,0,0,0,0,0,1,0,0,0,0,<p>Balcon - Vue - A proximité des écoles - A proximité des commerces - A proximité transp. publics - Centre ville</p>,1510,Vigie,6.445302158647398
248,"https://www.immobilier.ch/fr/louer/appartement/vaud/lausanne/bernard-nicod-siege-400/appartement-1-piece-lausanne-346791
",346791,"Immobilier
","2020-02-23
",maintenant										</span>,-1,0,1080,80,23,Chemin de Longeraie 4,1006.0,Lausanne,46.5155006,6.6374330000000015,0,0,1,1,0,0,0,0,0,0,"<p>Quartier sous-gare à quelques minutes de toutes les commodités <br>Studio de charme avec cuisine agencée, une pièce à vivre et salle-de-douches/WC.</p>",1160,Lausanne-Flon,10.911383011421872
